Gender	PrimaryInterest	Hobby	IncomeLevel	NearSchool	WorkingStudent	InternetAccess	MotherEducation	FatherEducation	TrackStrand	GwaRange	StudyHours	SchoolType	Extracurricular	FavoriteSubject	AcademicAwards	Openness1	Openness2	Conscientiousness1	Conscientiousness2	SelfEfficacy1	SelfEfficacy2	ChosenMajor
Male	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	No	No	No access	College Undergraduate	Elementary	STEM	85 - 89	3-5 hours	Science High School	Competitions	Science	No	2	4	2	4	2	4	Bachelor of Science in Electrical Engineering
Male	Arts / Design / Creative Media	Drawing / Design	Poor (Below ₱10,957 per month)	No	Yes	Limited access	College Undergraduate	Elementary	Arts & Design	90 - 94	6-10 hours	Public	Competitions	Arts	Yes	4	5	5	4	5	4	Bachelor of Performing Arts
Male	Undecided	Music	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	Elementary	Elementary	GAS	80 - 84	6-10 hours	Technical / Vocational High School		Undecided	No	2	2	2	3	4	4	Bachelor of Science in Real Estate Management
Male	Arts / Design / Creative Media	Drawing / Design	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	Elementary	College Undergraduate	Arts & Design	90 - 94	6-10 hours	Private		Arts	Yes	4	4	4	4	5	5	Bachelor of Arts in English Language
Male	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	Elementary	STEM	85 - 89	6-10 hours	Science High School	Academic Clubs	Mathematics	No	2	3	2	2	2	3	Bachelor of Science in Industrial Engineering
Male	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Strong and consistent access	College Undergraduate	Elementary	STEM	85 - 89	6-10 hours	Private		Mathematics	No	3	3	4	3	3	4	Bachelor of Science in Mechanical Engineering
Female	Social Sciences / Psychology	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Competitions	Social Science	Yes	5	5	5	5	4	4	Bachelor of Science in Social Work
Female	Technology / Computing	Gaming	Poor (Below ₱10,957 per month)	Yes	Yes	Limited access	College Undergraduate	College Graduate	STEM	80 - 84	6-10 hours	Science High School	Academic Clubs	ICT / Computer Studies	No	4	2	2	2	3	2	Bachelor of Science in Computer Engineering
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Limited access	Elementary	Elementary	ABM	80 - 84	6-10 hours	Public	Arts / Music	Business / Accounting	No	4	2	2	2	3	4	Bachelor of Science in Business Administration major in Financial Management
Female	Undecided		Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	Elementary	College Graduate	GAS	85 - 89	3-5 hours	Private	Competitions	Undecided	No	3	4	3	3	2	4	Bachelor of Science in Hospitality Management
Male	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Average/intermittent access	High School	College Graduate	HUMSS	85 - 89	6-10 hours	Science High School		English / Communication	No	2	4	4	3	2	4	Bachelor of Secondary Education major in Mathematics
Female	Arts / Design / Creative Media	Music	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Strong and consistent access	High School	Elementary	Arts & Design	85 - 89	6-10 hours	Technical / Vocational High School	Leadership / Student Government	Arts	No	4	2	4	2	2	2	Bachelor of Arts in English Language
Male	Undecided		Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	College Undergraduate	Elementary	GAS	85 - 89	3-5 hours	Technical / Vocational High School		Undecided	No	3	2	3	2	3	4	Bachelor of Science in Customs Administration
Female	Social Sciences / Psychology	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	Elementary	Elementary	HUMSS	95 - 100	11-15 hours	Science High School	Arts / Music	English / Communication	Yes	4	4	5	5	5	5	Bachelor of Science in Social Work
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	Elementary	ABM	Below 75	Less than 3 hours	Science High School	Volunteer Work	Business / Accounting	No	3	2	2	4	3	4	Bachelor of Science in Business Administration major in Operations Management
Male	Technology / Computing	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Undergraduate	High School	STEM	90 - 94	11-15 hours	Technical / Vocational High School	Arts / Music	Mathematics	Yes	4	5	5	5	5	5	Bachelor of Science in Electrical Engineering
Male	Undecided		Middle income (₱43,828 -  ₱76,667 per month)	No	No	Average/intermittent access	High School	College Graduate	GAS	95 - 100	11-15 hours	Technical / Vocational High School	Arts / Music	Undecided	Yes	4	4	4	4	4	5	Bachelor of Science in Hospitality Management
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Average/intermittent access	High School	Elementary	ABM	90 - 94	More than 15 hours	Science High School	Academic Clubs	Business / Accounting	Yes	4	4	4	4	5	5	Bachelor of Science in Business Administration major in Human Resource Management
Female	Undecided	Gaming	Poor (Below ₱10,957 per month)	No	Yes	No access	High School	High School	GAS	75 - 79	Less than 3 hours	Science High School	Sports	Undecided	No	4	2	2	2	3	4	Bachelor of Science in Real Estate Management
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	No access	College Undergraduate	College Graduate	HUMSS	80 - 84	6-10 hours	Technical / Vocational High School	Competitions	English / Communication	No	3	3	4	3	4	2	Bachelor of Secondary Education major in Science
Female	Undecided	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	High School	Elementary	GAS	75 - 79	Less than 3 hours	Private	Academic Clubs	Undecided	No	3	3	4	4	3	3	Bachelor of Science in Criminology
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	Yes	No	No access	High School	College Graduate	ABM	90 - 94	6-10 hours	Technical / Vocational High School	Sports	Business / Accounting	No	4	4	4	2	3	3	Bachelor of Science in Accountancy
Female	Arts / Design / Creative Media	Music	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	High School	College Undergraduate	Arts & Design	90 - 94	3-5 hours	Public	Arts / Music	Arts	Yes	4	5	5	4	5	4	Bachelor of Performing Arts
Male	Undecided	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	College Graduate	College Undergraduate	GAS	80 - 84	6-10 hours	Public	Arts / Music	Undecided	No	2	3	3	3	3	3	Bachelor of Science in Criminology
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Average/intermittent access	College Undergraduate	Elementary	HUMSS	85 - 89	More than 15 hours	Private	Sports	English / Communication	No	3	3	4	3	3	2	Bachelor of Elementary Education
Male	Education / Teaching	Social activities / Volunteering	Poor (Below ₱10,957 per month)	Yes	Yes	Average/intermittent access	Elementary	Elementary	HUMSS	90 - 94	3-5 hours	Public	Sports	English / Communication	Yes	5	4	5	5	5	5	Bachelor of Secondary Education major in English
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Strong and consistent access	Elementary	High School	HUMSS	90 - 94	3-5 hours	Science High School	Leadership / Student Government	English / Communication	Yes	4	4	5	4	5	5	Bachelor of Elementary Education
Male	Undecided		Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	Elementary	GAS	90 - 94	3-5 hours	Science High School	Competitions	Undecided	Yes	4	5	5	5	5	4	Bachelor of Science in Real Estate Management
Female	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Graduate	High School	ABM	90 - 94	6-10 hours	Private	Academic Clubs	Business / Accounting	No	3	2	3	2	4	4	Bachelor of Science in Business Administration major in Human Resource Management
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Limited access	High School	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Sports	Social Science	No	3	2	4	3	3	3	Bachelor of Secondary Education major in Science
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	College Graduate	Elementary	ABM	90 - 94	6-10 hours	Science High School	Competitions	Business / Accounting	Yes	5	5	5	5	5	4	Bachelor of Science in Business Administration major in Operations Management
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Strong and consistent access	High School	High School	ABM	90 - 94	3-5 hours	Technical / Vocational High School	Sports	Business / Accounting	Yes	5	4	5	4	5	4	Bachelor of Science in Business Administration major in Human Resource Management
Male	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	No	Average/intermittent access	Elementary	High School	ABM	80 - 84	Less than 3 hours	Technical / Vocational High School	Sports	Business / Accounting	No	3	3	2	3	2	2	Bachelor of Science in Business Administration major in Financial Management
Male	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	Elementary	Elementary	HUMSS	90 - 94	More than 15 hours	Technical / Vocational High School	Academic Clubs	Social Science	Yes	5	5	5	4	4	5	Bachelor of Secondary Education major in Mathematics
Female	Business / Finance	Entrepreneurship	Rich (Above ₱219,140 per month)	No	No	Average/intermittent access	College Graduate	College Undergraduate	ABM	90 - 94	11-15 hours	Public		Business / Accounting	Yes	4	4	4	4	4	4	Bachelor of Science in Business Administration major in Financial Management
Male	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	High School	College Graduate	STEM	95 - 100	More than 15 hours	Technical / Vocational High School	Volunteer Work	ICT / Computer Studies	Yes	5	4	5	5	5	5	Bachelor of Science in Mechanical Engineering
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	High School	College Undergraduate	HUMSS	90 - 94	6-10 hours	Science High School		English / Communication	Yes	4	4	4	5	4	4	Bachelor of Secondary Education major in Filipino
Male	Undecided	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Undergraduate	GAS	95 - 100	11-15 hours	Private	Sports	Undecided	Yes	4	4	5	5	5	5	Bachelor of Science in Real Estate Management
Male	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Strong and consistent access	Elementary	Elementary	STEM	85 - 89	6-10 hours	Public	Sports	ICT / Computer Studies	No	2	2	4	3	3	2	Bachelor of Science in Computer Engineering
Male	Undecided	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Undergraduate	GAS	90 - 94	6-10 hours	Technical / Vocational High School	Academic Clubs	Undecided	Yes	5	4	4	4	4	4	Bachelor of Science in Customs Administration
Female	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	No access	College Graduate	High School	STEM	85 - 89	6-10 hours	Science High School	Competitions	Mathematics	No	2	4	2	2	4	3	Bachelor of Science in Mechanical Engineering
Male	Undecided	Gaming	Poor (Below ₱10,957 per month)	No	No	Strong and consistent access	High School	College Graduate	GAS	90 - 94	11-15 hours	Science High School	Volunteer Work	Undecided	Yes	4	4	5	4	5	5	Bachelor of Science in Criminology
Male	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Strong and consistent access	Elementary	College Graduate	HUMSS	95 - 100	11-15 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	No	4	4	3	4	3	2	Bachelor of Secondary Education major in Science
Female	Undecided		Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	High School	Elementary	GAS	80 - 84	Less than 3 hours	Science High School	Arts / Music	Undecided	No	3	3	4	3	4	3	Bachelor of Science in Criminology
Male	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	College Graduate	College Graduate	STEM	75 - 79	Less than 3 hours	Private	Academic Clubs	ICT / Computer Studies	No	4	4	3	2	2	3	Bachelor of Science in Mechanical Engineering
Male	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	High School	College Undergraduate	STEM	85 - 89	3-5 hours	Public	Academic Clubs	ICT / Computer Studies	No	2	3	4	2	2	3	Bachelor of Science in Computer Engineering
Male	Education / Teaching	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	HUMSS	80 - 84	6-10 hours	Technical / Vocational High School	Academic Clubs	English / Communication	No	3	4	3	2	2	3	Bachelor of Secondary Education major in Social Studies
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	No	Strong and consistent access	Elementary	Elementary	ABM	90 - 94	More than 15 hours	Technical / Vocational High School	Sports	Business / Accounting	Yes	5	4	5	4	4	4	Bachelor of Science in Business Administration major in Operations Management
Female	Undecided	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Strong and consistent access	High School	College Undergraduate	GAS	90 - 94	6-10 hours	Technical / Vocational High School	Volunteer Work	Undecided	Yes	4	4	4	5	5	5	Bachelor of Science in Hospitality Management
Male	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	College Undergraduate	STEM	90 - 94	More than 15 hours	Public	Academic Clubs	Science	No	2	3	2	3	2	4	Bachelor of Science in Electrical Engineering
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	Elementary	High School	ABM	85 - 89	11-15 hours	Science High School	Arts / Music	Business / Accounting	No	3	2	4	2	2	3	Bachelor of Science in Business Administration major in Marketing Management
Male	Arts / Design / Creative Media	Music	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Average/intermittent access	Elementary	College Undergraduate	Arts & Design	80 - 84	3-5 hours	Public	Sports	Arts	No	3	4	4	4	2	3	Bachelor of Arts in Psychology
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	No	Yes	No access	Elementary	College Undergraduate	ABM	90 - 94	11-15 hours	Private		Business / Accounting	Yes	4	4	5	5	5	4	Bachelor of Science in Business Administration major in Operations Management
Male	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Undergraduate	STEM	85 - 89	3-5 hours	Private	Volunteer Work	Mathematics	No	4	4	3	2	3	2	Bachelor of Science in Computer Science
Male	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	No	Yes	Strong and consistent access	High School	Elementary	STEM	90 - 94	6-10 hours	Private	Sports	ICT / Computer Studies	Yes	4	5	4	5	4	5	Bachelor of Science in Computer Engineering
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 -  ₱76,667 per month)	Yes	Yes	Strong and consistent access	High School	College Graduate	HUMSS	80 - 84	6-10 hours	Private	Volunteer Work	Social Science	No	4	4	3	4	4	4	Bachelor of Science in Social Work
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Strong and consistent access	High School	College Undergraduate	ABM	85 - 89	6-10 hours	Technical / Vocational High School	Competitions	Business / Accounting	No	2	2	2	3	3	4	Bachelor of Science in Business Administration major in Financial Management
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	College Undergraduate	Elementary	ABM	80 - 84	6-10 hours	Technical / Vocational High School	Leadership / Student Government	Business / Accounting	No	2	2	3	2	4	4	Bachelor of Science in Business Administration major in Operations Management
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Strong and consistent access	High School	Elementary	ABM	85 - 89	3-5 hours	Science High School		Business / Accounting	No	2	4	4	3	3	2	Bachelor of Science in Accountancy
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	High School	College Graduate	ABM	90 - 94	11-15 hours	Technical / Vocational High School	Arts / Music	Business / Accounting	Yes	5	5	4	4	4	5	Bachelor of Science in Business Administration major in Human Resource Management
Female	Undecided	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	High School	College Graduate	GAS	90 - 94	3-5 hours	Science High School	Leadership / Student Government	Undecided	Yes	5	5	5	5	4	4	Bachelor of Science in Real Estate Management
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	Elementary	High School	HUMSS	90 - 94	11-15 hours	Technical / Vocational High School	Sports	English / Communication	No	3	2	2	4	4	2	Bachelor of Physical Education
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	College Graduate	Elementary	ABM	75 - 79	Less than 3 hours	Private		Business / Accounting	No	4	4	4	3	4	2	Bachelor of Science in Business Administration major in Operations Management
Female	Arts / Design / Creative Media	Drawing / Design	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Limited access	College Undergraduate	College Undergraduate	Arts & Design	95 - 100	More than 15 hours	Public	Leadership / Student Government	Arts	No	2	3	2	3	2	2	Bachelor of Arts in Political Science
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	Yes	Average/intermittent access	Elementary	High School	ABM	90 - 94	3-5 hours	Public	Leadership / Student Government	Business / Accounting	Yes	4	4	5	5	4	5	Bachelor of Science in Business Administration major in Marketing Management
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	High School	Elementary	ABM	80 - 84	6-10 hours	Science High School	Volunteer Work	Business / Accounting	No	2	3	4	2	2	4	Bachelor of Science in Business Administration major in Marketing Management
Female	Undecided	Gaming	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	GAS	80 - 84	6-10 hours	Technical / Vocational High School	Leadership / Student Government	Undecided	No	3	3	3	2	2	2	Bachelor of Science in Real Estate Management
Female	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	No	No	No access	College Graduate	Elementary	STEM	90 - 94	3-5 hours	Private	Leadership / Student Government	Mathematics	Yes	4	5	4	4	5	4	Bachelor of Science in Industrial Engineering
Male	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	STEM	85 - 89	6-10 hours	Technical / Vocational High School		Science	No	4	2	2	3	3	3	Bachelor of Science in Industrial Engineering
Female	Arts / Design / Creative Media	Music	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Graduate	High School	Arts & Design	95 - 100	More than 15 hours	Technical / Vocational High School	Arts / Music	Arts	Yes	4	5	4	4	4	4	Bachelor of Arts in English Language
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	No access	Elementary	College Graduate	ABM	80 - 84	3-5 hours	Technical / Vocational High School	Competitions	Business / Accounting	No	3	4	4	2	2	4	Bachelor of Science in Business Administration major in Operations Management
Male	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	STEM	90 - 94	6-10 hours	Public	Volunteer Work	Mathematics	Yes	4	4	4	4	5	4	Bachelor of Science in Information Technology
Female	Technology / Computing	Coding / Programming	Rich (Above ₱219,140 per month)	No	No	Average/intermittent access	College Undergraduate	High School	STEM	85 - 89	3-5 hours	Public	Arts / Music	Science	No	4	4	4	3	2	4	Bachelor of Science in Electrical Engineering
Male	Technology / Computing	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	No access	Elementary	College Undergraduate	STEM	75 - 79	Less than 3 hours	Technical / Vocational High School	Leadership / Student Government	ICT / Computer Studies	No	2	4	4	4	2	2	Bachelor of Science in Electrical Engineering
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	High School	College Graduate	HUMSS	80 - 84	6-10 hours	Public	Academic Clubs	Social Science	No	2	2	4	4	4	4	Bachelor of Secondary Education major in English
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	College Graduate	College Undergraduate	HUMSS	90 - 94	More than 15 hours	Private	Leadership / Student Government	English / Communication	No	2	2	3	2	4	4	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	No access	High School	College Graduate	ABM	85 - 89	3-5 hours	Technical / Vocational High School	Sports	Business / Accounting	No	4	3	2	2	4	3	Bachelor of Science in Business Administration major in Operations Management
Male	Arts / Design / Creative Media	Music	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	High School	College Undergraduate	Arts & Design	90 - 94	11-15 hours	Science High School	Arts / Music	Arts	Yes	4	5	5	5	4	4	Bachelor of Arts in English Language
Male	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	Elementary	College Undergraduate	HUMSS	90 - 94	3-5 hours	Private	Volunteer Work	English / Communication	Yes	5	4	4	5	5	5	Bachelor of Physical Education
Female	Education / Teaching	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	Elementary	College Undergraduate	HUMSS	90 - 94	3-5 hours	Private	Volunteer Work	Social Science	Yes	4	4	5	4	5	4	Bachelor of Secondary Education major in Science
Male	Arts / Design / Creative Media	Drawing / Design	Low income (₱10,957 - ₱21,914 per month)	No	No	Limited access	College Graduate	High School	Arts & Design	80 - 84	6-10 hours	Science High School	Competitions	Arts	No	3	4	4	3	3	2	Bachelor of Arts in Psychology
Female	Arts / Design / Creative Media	Drawing / Design	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	Arts & Design	90 - 94	6-10 hours	Science High School	Academic Clubs	Arts	No	2	2	4	3	2	4	Bachelor of Arts in Psychology
Male	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Graduate	HUMSS	75 - 79	Less than 3 hours	Public	Leadership / Student Government	English / Communication	No	4	2	4	4	3	2	Bachelor of Secondary Education major in Mathematics
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	College Undergraduate	College Graduate	HUMSS	85 - 89	6-10 hours	Science High School	Academic Clubs	English / Communication	No	4	2	2	4	3	3	Bachelor of Secondary Education major in Mathematics
Male	Arts / Design / Creative Media	Music	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	High School	College Graduate	Arts & Design	90 - 94	11-15 hours	Private	Academic Clubs	Arts	Yes	5	5	4	5	4	5	Bachelor of Performing Arts
Female	Undecided		Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	College Undergraduate	GAS	85 - 89	More than 15 hours	Science High School	Arts / Music	Undecided	No	2	2	2	3	4	3	Bachelor of Science in Customs Administration
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	HUMSS	90 - 94	11-15 hours	Science High School	Academic Clubs	Social Science	Yes	4	5	5	5	5	5	Bachelor of Secondary Education major in English
Female	Undecided	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Limited access	College Graduate	High School	GAS	90 - 94	6-10 hours	Public	Competitions	Undecided	Yes	5	5	4	4	4	4	Bachelor of Science in Customs Administration
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Undergraduate	ABM	95 - 100	11-15 hours	Private	Sports	Business / Accounting	Yes	4	5	4	4	4	4	Bachelor of Science in Accountancy
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	HUMSS	80 - 84	6-10 hours	Public	Arts / Music	English / Communication	No	4	4	4	2	4	2	Bachelor of Physical Education
Female	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	High School	High School	STEM	80 - 84	6-10 hours	Technical / Vocational High School	Competitions	Mathematics	No	4	2	4	2	4	4	Bachelor of Science in Mechanical Engineering
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	No	No	No access	Elementary	College Undergraduate	ABM	85 - 89	6-10 hours	Science High School		Business / Accounting	No	2	4	3	3	3	4	Bachelor of Science in Accountancy
Female	Arts / Design / Creative Media	Drawing / Design	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	Elementary	College Graduate	Arts & Design	90 - 94	11-15 hours	Technical / Vocational High School	Academic Clubs	Arts	No	4	2	4	4	3	4	Bachelor of Arts in Psychology
Male	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	College Graduate	Elementary	STEM	85 - 89	3-5 hours	Technical / Vocational High School	Academic Clubs	ICT / Computer Studies	No	3	4	2	2	4	4	Bachelor of Science in Industrial Engineering
Male	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Graduate	College Graduate	HUMSS	85 - 89	6-10 hours	Science High School	Academic Clubs	Social Science	No	2	4	4	2	2	3	Bachelor of Physical Education
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Limited access	Elementary	College Graduate	HUMSS	85 - 89	11-15 hours	Private	Competitions	English / Communication	No	3	2	3	4	3	4	Bachelor of Secondary Education major in English
Male	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	College Undergraduate	Elementary	STEM	85 - 89	6-10 hours	Technical / Vocational High School		Mathematics	No	2	3	2	3	4	3	Bachelor of Science in Mechanical Engineering
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Undergraduate	Elementary	STEM	80 - 84	6-10 hours	Public	Leadership / Student Government	Mathematics	No	3	3	3	4	3	2	Bachelor of Science in Civil Engineering
Male	Arts / Design / Creative Media	Music	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Graduate	Elementary	Arts & Design	85 - 89	11-15 hours	Public	Arts / Music	Arts	No	2	4	4	3	4	4	Bachelor of Arts in Psychology
Female	Undecided		Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	High School	College Undergraduate	GAS	90 - 94	11-15 hours	Science High School		Undecided	Yes	4	5	4	5	4	5	Bachelor of Science in Real Estate Management
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Strong and consistent access	Elementary	High School	ABM	Below 75	Less than 3 hours	Public	Volunteer Work	Business / Accounting	No	2	4	2	4	2	3	Bachelor of Science in Business Administration major in Operations Management
Female	Arts / Design / Creative Media	Drawing / Design	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Graduate	Elementary	Arts & Design	90 - 94	More than 15 hours	Private	Leadership / Student Government	Arts	Yes	4	4	4	4	5	4	Bachelor of Performing Arts
