Gender	PrimaryInterest	Hobby	IncomeLevel	NearSchool	WorkingStudent	InternetAccess	MotherEducation	FatherEducation	TrackStrand	GwaRange	StudyHours	SchoolType	Extracurricular	FavoriteSubject	AcademicAwards	Openness1	Openness2	Conscientiousness1	Conscientiousness2	SelfEfficacy1	SelfEfficacy2	ChosenMajor
Female	Arts / Design / Creative Media	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Graduate	Arts & Design	85 - 89	3-5 hours	Science High School	Leadership / Student Government	English / Communication	No	4	5	4	3	4	4	Bachelor of Performing Arts
Male	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	Post-Graduate	College Graduate	STEM	90 - 94	6-10 hours	Science High School	Leadership / Student Government	Mathematics	Yes	5	5	5	5	5	5	Bachelor of Science in Mechanical Engineering
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	High School	High School	Sports Track	90 - 94	3-5 hours	Technical / Vocational High School	Academic Clubs	Science	Yes	4	3	4	4	5	5	Bachelor of Physical Education
Female	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Limited access	Elementary	College Graduate	STEM	85 - 89	6-10 hours	Private	Academic Clubs	Mathematics	No	5	5	5	4	3	4	Bachelor of Science in Industrial Engineering
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Strong and consistent access	Post-Graduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Volunteer Work	English / Communication	Yes	3	4	5	4	4	3	Bachelor of Elementary Education
Male	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Strong and consistent access	College Undergraduate	College Undergraduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	Yes	5	4	4	4	5	4	Bachelor of Science in Social Work
Male	Engineering	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	College Graduate	College Graduate	STEM	95 - 100	6-10 hours	Private	Sports	ICT / Computer Studies	Yes	5	4	5	5	5	5	Bachelor of Science in Computer Engineering
Male	Undecided	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	Elementary	College Undergraduate	TVL - Travel Service	80 - 84	3-5 hours	Private	Academic Clubs	Undecided	No	4	3	2	4	2	4	Bachelor of Science in Hospitality Management
Male	Engineering	Gaming	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Limited access	College Undergraduate	Post-Graduate	STEM	90 - 94	11-15 hours	Public	Academic Clubs	Science	No	3	4	5	5	5	5	Bachelor of Science in Electrical Engineering
Female	Technology / Computing	Gaming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	TVL - ICT	95 - 100	6-10 hours	Science High School	Volunteer Work	Mathematics	Yes	4	5	5	5	4	5	Bachelor of Science in Information Technology
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	No access	Elementary	College Undergraduate	HUMSS	Below 75	6-10 hours	Science High School	Academic Clubs	English / Communication	No	5	5	1	2	1	2	Bachelor of Science in Social Work
Male	Undecided	Gaming	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Undergraduate	ABM	80 - 84	11-15 hours	Public	None	Business / Accounting	No	2	4	2	4	3	2	Bachelor of Science in Real Estate Management
Male	Arts / Design / Creative Media	Drawing / Design	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	Post-Graduate	Arts & Design	90 - 94	More than 15 hours	Technical / Vocational High School	Arts / Music	Arts	Yes	5	4	3	3	3	3	Bachelor of Performing Arts
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Graduate	ABM	85 - 89	6-10 hours	Public	Competitions	Business / Accounting	Yes	2	5	4	3	4	5	Bachelor of Science in Business Administration major in Operations Management
Male	Education / Teaching	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	3-5 hours	Science High School	Sports	Science	No	4	5	3	4	3	4	Bachelor of Secondary Education major in Science
Female	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	College Graduate	College Undergraduate	ABM	85 - 89	More than 15 hours	Technical / Vocational High School	Leadership / Student Government	Mathematics	No	5	5	5	5	4	4	Bachelor of Science in Business Administration major in Financial Management
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	No access	College Graduate	High School	HUMSS	95 - 100	3-5 hours	Technical / Vocational High School	Arts / Music	English / Communication	Yes	4	5	5	5	4	4	Bachelor of Secondary Education major in English
Male	Business / Finance	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	Elementary	College Graduate	ABM	90 - 94	3-5 hours	Science High School	Sports	Mathematics	Yes	5	4	5	5	5	5	Bachelor of Science in Accountancy
Male	Engineering	Gaming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	STEM	95 - 100	6-10 hours	Technical / Vocational High School	None	Science	No	5	3	5	5	5	5	Bachelor of Science in Electrical Engineering
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	No access	High School	Post-Graduate	HUMSS	95 - 100	6-10 hours	Private	Academic Clubs	Science	Yes	4	3	4	5	5	4	Bachelor of Secondary Education major in Mathematics
Female	Undecided	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	Elementary	College Graduate	TVL - Travel Service	75 - 79	6-10 hours	Public	Sports	Undecided	No	4	2	3	3	3	2	Bachelor of Science in Customs Administration
Male	Business / Finance	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Limited access	Elementary	College Undergraduate	ABM	90 - 94	6-10 hours	Public	Volunteer Work	Business / Accounting	No	3	3	5	5	5	5	Bachelor of Science in Accountancy
Male	Social Sciences / Psychology	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Average/intermittent access	College Undergraduate	High School	HUMSS	85 - 89	3-5 hours	Technical / Vocational High School	Arts / Music	English / Communication	Yes	3	4	3	3	4	3	Bachelor of Arts in Political Science
Male	Business / Finance	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Limited access	Elementary	High School	ABM	90 - 94	3-5 hours	Private	Arts / Music	Business / Accounting	Yes	5	5	5	4	4	5	Bachelor of Science in Business Administration major in Marketing Management
Female	Engineering	Gaming	Rich (Above ₱219,140 per month)	Yes	No	Limited access	High School	High School	STEM	95 - 100	11-15 hours	Public	Academic Clubs	Science	Yes	5	4	5	5	5	5	Bachelor of Science in Civil Engineering
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	Elementary	College Graduate	ABM	90 - 94	6-10 hours	Public	Leadership / Student Government	Business / Accounting	Yes	5	3	4	5	4	4	Bachelor of Science in Business Administration major in Human Resource Management
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Limited access	High School	College Graduate	STEM	85 - 89	11-15 hours	Private	Leadership / Student Government	Science	No	3	5	5	3	5	3	Bachelor of Secondary Education major in Mathematics
Female	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Graduate	College Graduate	STEM	95 - 100	6-10 hours	Public	Sports	Science	Yes	3	4	5	5	5	5	Bachelor of Science in Civil Engineering
Male	Undecided	Writing / Reading	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	High School	Elementary	ABM	85 - 89	Less than 3 hours	Science High School	Arts / Music	Social Science	Yes	4	2	2	4	2	2	Bachelor of Science in Customs Administration
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	No access	Post-Graduate	Elementary	HUMSS	80 - 84	6-10 hours	Science High School	Leadership / Student Government	Social Science	Yes	4	3	3	5	4	4	Bachelor of Elementary Education
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Undergraduate	College Graduate	HUMSS	90 - 94	More than 15 hours	Public	Volunteer Work	Social Science	Yes	3	5	5	5	5	5	Bachelor of Secondary Education major in Filipino
Male	Engineering	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	No access	Elementary	Post-Graduate	STEM	95 - 100	6-10 hours	Technical / Vocational High School	Competitions	Mathematics	No	5	5	5	5	4	4	Bachelor of Science in Industrial Engineering
Male	Arts / Design / Creative Media	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	No access	High School	Not sure	HUMSS	90 - 94	6-10 hours	Science High School	Competitions	Arts	Yes	4	4	5	4	5	4	Bachelor of Arts in English Language
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	High School	High School	HUMSS	80 - 84	3-5 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	No	3	3	3	4	3	3	Bachelor of Arts in Psychology
Male	Social Sciences / Psychology	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	College Graduate	Not sure	HUMSS	90 - 94	3-5 hours	Science High School	Sports	Social Science	Yes	5	3	5	4	4	4	Bachelor of Arts in Psychology
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	No access	College Undergraduate	High School	HUMSS	80 - 84	11-15 hours	Public	Sports	Social Science	No	3	4	4	5	3	5	Bachelor of Secondary Education major in Filipino
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	No access	High School	College Graduate	ABM	85 - 89	3-5 hours	Technical / Vocational High School	Arts / Music	Mathematics	Yes	2	4	3	5	5	3	Bachelor of Science in Business Administration major in Operations Management
Female	Undecided	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	College Graduate	College Graduate	GAS	80 - 84	3-5 hours	Technical / Vocational High School	Volunteer Work	Business / Accounting	No	2	2	3	4	4	3	Bachelor of Science in Real Estate Management
Male	Social Sciences / Psychology	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Undergraduate	High School	HUMSS	80 - 84	3-5 hours	Technical / Vocational High School	Sports	Social Science	Yes	5	3	5	3	4	3	Bachelor of Arts in Political Science
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	High School	HUMSS	90 - 94	11-15 hours	Technical / Vocational High School	Competitions	English / Communication	No	4	3	4	5	5	4	Bachelor of Secondary Education major in Social Studies
Female	Education / Teaching	Social activities / Volunteering	Rich (Above ₱219,140 per month)	Yes	Yes	Average/intermittent access	High School	High School	HUMSS	90 - 94	6-10 hours	Private	Competitions	Social Science	Yes	4	4	5	4	5	5	Bachelor of Elementary Education
Female	Social Sciences / Psychology	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Limited access	College Undergraduate	High School	HUMSS	80 - 84	6-10 hours	Science High School	Arts / Music	Social Science	No	4	3	3	4	4	4	Bachelor of Arts in Psychology
Male	Social Sciences / Psychology	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Strong and consistent access	High School	College Undergraduate	HUMSS	90 - 94	6-10 hours	Public	Volunteer Work	Social Science	No	4	5	4	5	5	4	Bachelor of Arts in Political Science
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	HUMSS	80 - 84	6-10 hours	Public	Volunteer Work	English / Communication	No	5	5	5	5	5	5	Bachelor of Arts in Psychology
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Limited access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Private	Arts / Music	Social Science	Yes	5	3	4	5	4	5	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Undergraduate	High School	ABM	95 - 100	6-10 hours	Science High School	Leadership / Student Government	Mathematics	Yes	3	5	4	5	5	4	Bachelor of Science in Business Administration major in Operations Management
Female	Social Sciences / Psychology	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Graduate	High School	HUMSS	80 - 84	3-5 hours	Public	Competitions	English / Communication	No	3	4	3	5	5	5	Bachelor of Arts in Political Science
Female	Engineering	Gaming	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Average/intermittent access	College Graduate	High School	STEM	90 - 94	11-15 hours	Public	Sports	Science	Yes	3	3	5	5	5	5	Bachelor of Science in Civil Engineering
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	Elementary	College Graduate	HUMSS	80 - 84	3-5 hours	Public	Competitions	Social Science	Yes	4	4	3	3	3	3	Bachelor of Secondary Education major in English
Female	Undecided	Sports	Poor (Below ₱10,957 per month)	Yes	Yes	Limited access	College Graduate	Post-Graduate	TVL - SMAW	80 - 84	11-15 hours	Technical / Vocational High School	Arts / Music	Undecided	Yes	2	2	4	3	4	4	Bachelor of Science in Criminology
Male	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	HUMSS	90 - 94	3-5 hours	Public	Sports	Social Science	No	5	3	5	5	4	5	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	No access	College Undergraduate	High School	ABM	90 - 94	3-5 hours	Public	Volunteer Work	Business / Accounting	Yes	4	3	5	5	5	4	Bachelor of Science in Business Administration major in Financial Management
Male	Business / Finance	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	Elementary	College Undergraduate	ABM	95 - 100	3-5 hours	Science High School	Arts / Music	Mathematics	No	5	3	5	4	4	5	Bachelor of Science in Business Administration major in Operations Management
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Graduate	Elementary	STEM	80 - 84	11-15 hours	Public	Sports	Mathematics	No	4	5	5	4	4	4	Bachelor of Secondary Education major in Science
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	College Undergraduate	High School	ABM	85 - 89	11-15 hours	Public	Arts / Music	Mathematics	No	4	3	4	5	4	4	Bachelor of Science in Accountancy
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	High School	Elementary	HUMSS	85 - 89	3-5 hours	Science High School	Leadership / Student Government	English / Communication	No	3	5	4	5	4	3	Bachelor of Secondary Education major in English
Female	Social Sciences / Psychology	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Average/intermittent access	High School	High School	HUMSS	85 - 89	More than 15 hours	Private	Academic Clubs	English / Communication	Yes	4	5	5	3	3	5	Bachelor of Arts in Political Science
Female	Social Sciences / Psychology	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	High School	College Graduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Sports	Social Science	No	5	3	5	4	5	5	Bachelor of Science in Social Work
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	High School	College Graduate	STEM	80 - 84	11-15 hours	Public	Arts / Music	Mathematics	No	3	3	4	5	5	4	Bachelor of Secondary Education major in Science
Male	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	College Undergraduate	Elementary	STEM	90 - 94	6-10 hours	Science High School	Sports	ICT / Computer Studies	No	4	5	4	5	5	4	Bachelor of Science in Information Technology
Female	Technology / Computing	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	No access	College Undergraduate	High School	STEM	95 - 100	6-10 hours	Private	Sports	ICT / Computer Studies	Yes	3	5	4	5	4	4	Bachelor of Science in Information Technology
Female	Business / Finance	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	College Undergraduate	High School	ABM	90 - 94	Less than 3 hours	Science High School	Volunteer Work	Social Science	Yes	4	3	5	5	5	5	Bachelor of Science in Business Administration major in Human Resource Management
Male	Business / Finance	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	College Graduate	College Undergraduate	ABM	95 - 100	3-5 hours	Public	None	Business / Accounting	Yes	3	5	5	5	5	5	Bachelor of Science in Business Administration major in Marketing Management
Female	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Undergraduate	Elementary	TVL - ICT	90 - 94	6-10 hours	Public	Competitions	ICT / Computer Studies	No	3	3	5	5	5	5	Bachelor of Science in Computer Engineering
Male	Engineering	Coding / Programming	Rich (Above ₱219,140 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	High School	STEM	90 - 94	3-5 hours	Technical / Vocational High School	Arts / Music	Mathematics	Yes	4	3	5	4	5	5	Bachelor of Science in Industrial Engineering
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Limited access	College Graduate	College Graduate	HUMSS	85 - 89	3-5 hours	Science High School	Competitions	English / Communication	No	4	5	3	5	4	4	Bachelor of Elementary Education
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	Post-Graduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Volunteer Work	English / Communication	Yes	5	3	4	4	3	5	Bachelor of Secondary Education major in Filipino
Male	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	High School	STEM	80 - 84	11-15 hours	Private	Volunteer Work	Mathematics	Yes	5	5	5	5	4	5	Bachelor of Science in Computer Science
Female	Undecided	Gaming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	Elementary	College Graduate	GAS	85 - 89	Less than 3 hours	Public	Academic Clubs	Social Science	No	2	3	4	2	4	3	Bachelor of Science in Real Estate Management
Male	Engineering	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	High School	College Graduate	STEM	90 - 94	3-5 hours	Public	Volunteer Work	Science	No	5	4	5	5	5	5	Bachelor of Science in Civil Engineering
Female	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Limited access	High School	College Graduate	STEM	95 - 100	11-15 hours	Private	Arts / Music	Science	No	5	5	5	5	5	5	Bachelor of Science in Civil Engineering
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	High School	College Graduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	None	Mathematics	Yes	4	4	5	5	5	4	Bachelor of Secondary Education major in Mathematics
Male	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Graduate	STEM	95 - 100	3-5 hours	Private	Arts / Music	ICT / Computer Studies	Yes	3	4	5	4	4	5	Bachelor of Science in Information Technology
Male	Arts / Design / Creative Media	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	High School	College Undergraduate	Arts & Design	85 - 89	6-10 hours	Private	None	Arts	Yes	4	4	4	3	3	4	Bachelor of Arts in English Language
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	College Undergraduate	HUMSS	80 - 84	11-15 hours	Technical / Vocational High School	Volunteer Work	Social Science	No	3	5	5	5	3	5	Bachelor of Elementary Education
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	College Undergraduate	Elementary	HUMSS	90 - 94	Less than 3 hours	Technical / Vocational High School	Leadership / Student Government	Science	No	3	4	5	4	5	4	Bachelor of Physical Education
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Strong and consistent access	Post-Graduate	College Undergraduate	HUMSS	85 - 89	3-5 hours	Technical / Vocational High School	Arts / Music	English / Communication	Yes	3	3	4	5	5	3	Bachelor of Elementary Education
Female	Undecided	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	High School	College Graduate	GAS	90 - 94	3-5 hours	Public	Arts / Music	Social Science	Yes	2	4	5	3	5	3	Bachelor of Science in Real Estate Management
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	HUMSS	75 - 79	3-5 hours	Private	Arts / Music	Social Science	No	4	5	2	2	2	3	Bachelor of Secondary Education major in Social Studies
Female	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	No	No	Limited access	Post-Graduate	High School	ABM	90 - 94	11-15 hours	Public	Volunteer Work	Business / Accounting	Yes	3	4	4	4	4	5	Bachelor of Science in Business Administration major in Human Resource Management
Female	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Average/intermittent access	Post-Graduate	College Undergraduate	TVL - ICT	90 - 94	6-10 hours	Public	Sports	ICT / Computer Studies	No	4	3	5	5	5	5	Bachelor of Science in Computer Science
Female	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Average/intermittent access	College Graduate	College Graduate	TVL - ICT	90 - 94	6-10 hours	Technical / Vocational High School	Academic Clubs	Mathematics	Yes	3	4	5	5	5	5	Bachelor of Science in Computer Engineering
Male	Engineering	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Graduate	Post-Graduate	STEM	90 - 94	More than 15 hours	Public	Leadership / Student Government	Science	Yes	4	3	4	5	5	4	Bachelor of Science in Industrial Engineering
Male	Engineering	Gaming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Graduate	Post-Graduate	STEM	95 - 100	More than 15 hours	Science High School	Volunteer Work	Mathematics	Yes	4	5	5	5	5	5	Bachelor of Science in Electrical Engineering
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Strong and consistent access	Elementary	College Undergraduate	HUMSS	90 - 94	3-5 hours	Public	Volunteer Work	English / Communication	Yes	4	3	4	4	4	4	Bachelor of Arts in Political Science
Male	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Graduate	College Graduate	STEM	85 - 89	More than 15 hours	Technical / Vocational High School	Volunteer Work	Mathematics	No	5	5	4	4	3	3	Bachelor of Secondary Education major in Mathematics
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	High School	Elementary	HUMSS	90 - 94	Less than 3 hours	Science High School	Arts / Music	English / Communication	Yes	4	4	5	5	4	5	Bachelor of Secondary Education major in English
Female	Social Sciences / Psychology	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	HUMSS	90 - 94	11-15 hours	Science High School	None	English / Communication	No	5	4	4	4	4	4	Bachelor of Arts in Political Science
Female	Business / Finance	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Undergraduate	College Undergraduate	ABM	95 - 100	None	Science High School	Competitions	Mathematics	Yes	2	5	5	4	5	4	Bachelor of Science in Business Administration major in Financial Management
Male	Business / Finance	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Limited access	College Graduate	Post-Graduate	ABM	85 - 89	11-15 hours	Public	None	Business / Accounting	No	5	4	3	4	5	3	Bachelor of Science in Business Administration major in Marketing Management
Female	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	Elementary	College Graduate	STEM	80 - 84	More than 15 hours	Science High School	None	Mathematics	No	5	5	3	5	5	4	Bachelor of Secondary Education major in Science
Female	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Average/intermittent access	Elementary	College Graduate	TVL - ICT	85 - 89	3-5 hours	Public	Leadership / Student Government	Mathematics	No	3	3	4	5	4	5	Bachelor of Science in Computer Science
Male	Engineering	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	High School	College Graduate	TVL - ICT	90 - 94	More than 15 hours	Public	Arts / Music	Science	Yes	5	3	5	5	5	5	Bachelor of Science in Computer Engineering
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	College Undergraduate	College Graduate	HUMSS	80 - 84	3-5 hours	Public	Sports	English / Communication	No	5	3	3	4	4	3	Bachelor of Secondary Education major in Social Studies
Male	Engineering	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	College Graduate	College Graduate	STEM	85 - 89	6-10 hours	Private	Arts / Music	Mathematics	No	5	4	5	5	4	5	Bachelor of Science in Electrical Engineering
Male	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	College Undergraduate	High School	HUMSS	85 - 89	6-10 hours	Science High School	Arts / Music	Social Science	No	3	3	4	3	4	5	Bachelor of Secondary Education major in English
Female	Undecided	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Undergraduate	Elementary	ABM	80 - 84	3-5 hours	Public	Sports	Social Science	No	4	4	2	2	4	2	Bachelor of Science in Customs Administration
Female	Arts / Design / Creative Media	Music	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	Elementary	College Graduate	HUMSS	85 - 89	6-10 hours	Science High School	Leadership / Student Government	English / Communication	Yes	4	4	4	4	2	3	Bachelor of Performing Arts
Male	Undecided	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	College Graduate	College Undergraduate	TVL - Travel Service	85 - 89	3-5 hours	Technical / Vocational High School	Sports	Social Science	Yes	4	2	4	2	3	3	Bachelor of Science in Customs Administration
Male	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	11-15 hours	Public	Leadership / Student Government	English / Communication	No	5	3	4	5	4	5	Bachelor of Science in Social Work
Female	Education / Teaching	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Average/intermittent access	Elementary	College Undergraduate	HUMSS	85 - 89	3-5 hours	Private	Arts / Music	Social Science	Yes	3	3	4	5	4	3	Bachelor of Secondary Education major in Filipino
Male	Business / Finance	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Strong and consistent access	College Graduate	Not sure	ABM	85 - 89	None	Private	Sports	Business / Accounting	Yes	3	3	3	4	3	3	Bachelor of Science in Business Administration major in Marketing Management
